,tender_title,location,Pincode,Organisation Chain,Bid Opening Place,Work Description,Tender Value in ₹,Product Category,Sub category,tender_externalreference,Tender ID,Tender Type,Tender Category,EMD Payable To,EMD Payable At,Awarded Value,Contract Date :,Contract Value :,tender_district_externalReference,tender_district_title_description,tender_district_location,DISTRICT_FINALISED,tender_villages,tender_block,tender_subdistrict,gp,tender_block_location,BLOCK_FINALISED
698,Improvement to River Mouth of Bahada Nalla near Haripur and Bahana Nalla near Markandi under Gopalpur Constituency. (Through Dredging).,"Gopalpur, Ganjam",751012,"CE,Drainage,Cuttack||SE Drainage Circle Bhubaneswar","O/o the Addl. Chief Engineer, Drainage Circle, Bhu",Desilting by Dredging,"7,00,04,164",Civil Works - Others,,SEDC-BBSR/DD-BAM-34/2021-22,2021_CEDC_74799_1,Open Tender,Works,Nil,Nil,"59,510,540",30-Jun-2022,"INR 59,510,540",NA,Ganjam,Ganjam,Ganjam,"'GOPALPUR', 'HARIPUR'",JAGANNATHPRASAD,,Markandi,GANJAM,GANJAM
703,Improvement to Sanakodanda S/M II from RD 100 M to 600 M and from RD 1560 M to 2150 M of Chadhiapalli minor of Daha Irrigation Project (Sanakodanda Sub-minor II).,Bhanjanagar,761126,"CE-BM,RVN Basin,Berhampur||S.E. Southern Irr. Circle I Berhampur||EE Bhanjanagar Irrigation Divn Bhanjanagar","O/o CE n BM, RVN Basin, Berhampur",Restoration of Embankment,"7,73,000",Civil Works - Others,,e-BNID-01/ 2021-22,2021_CEBMB_68091_60,Open Tender,Works,Nil,Nil,"772,128",28-Feb-2023,"INR 772,128",NA,NA,Ganjam,Ganjam,"'SANAKODANDA', 'CHADHIAPALLI'",BELLAGUNTHA,,SANAKODANDA,GANJAM,GANJAM
704,Improvement to Sapua nalla and its structures under Gopalpur Assembly Constituency of Ganjam District.,Rangeilunda and Kukudakahndi,751012,"CE,Drainage,Cuttack||SE Drainage Circle Bhubaneswar","O/o the Addl. Chief Engineer, Drainage Circle, Bhu","Earthwork, Cement Concrete, Reinforced Cement Concrete and RR Stone Works","1,92,40,029",Civil Works - Others,,ACEDC-BBSR/DD-BAM-12/2022-23,2022_CEDC_81794_1,Open Tender,Works,Nil,Nil,"16,355,949",28-Nov-2022,"INR 16,355,949",NA,Ganjam,NA,Ganjam,"'GOPALPUR', 'GANJAM'",GANJAM,,,GANJAM,GANJAM
707,Improvement to service bank of No-2 Distributary at RD 14.00 Km to 15.00 Km.,Bhanjanagar,761126,"CE-BM,RVN Basin,Berhampur||S.E. Southern Irr. Circle I Berhampur||EE Bhanjanagar Irrigation Divn Bhanjanagar","O/o C.E.-B.M, RBVN Basin, Berhampur",Restoration and protection of River Embankment,"9,95,000",Civil Works - Others,,e-BNID-06/2022-23,2022_CEBMB_79650_36,Open Tender,Works,Nil,Nil,"827,599",03-Jan-2023,"INR 827,599",NA,NA,Ganjam,Ganjam,,,,,GANJAM,GANJAM
708,Improvement to service bank on LFB of river Ghodahada from Pump House to NH-59.,Bhanjanagar,761126,"CE-BM,RVN Basin,Berhampur||S.E. Southern Irr. Circle I Berhampur||EE Bhanjanagar Irrigation Divn Bhanjanagar","O/o CE n BM, RVN Basin, Berhampur",Improvement to service bank,"5,22,000",Civil Works - Canal,,e- BNID-04/ 2021-22,2021_CEBMB_70513_7,Open Tender,Works,Nil,Nil,"443,304",29-Mar-2023,"INR 443,304",NA,NA,Ganjam,Ganjam,,,,,GANJAM,GANJAM
712,"Improvement to Service Road of Masania Distributary from RD 4705m to RD 5005m, Digimuhinbatia minor from RD 810m to RD 1010m, Manika minor from RD 500m to RD 955m, Dharsa nalla road from RD 00m to RD 2000m, Gangadehuni minor from RD00m to RD 1600m",Hinjili,761102,"CE-BM,RVN Basin,Berhampur||S.E. Southern Irr. Circle I Berhampur","O/o the Additional CE, RB Basin, Berhampur","Improvement to Service Road of Masania Distributary from RD 4705m to RD 5005m, Digimuhinbatia minor from RD 810m to RD 1010m, Manika minor from RD 500m to RD 955m, Dharsa nalla road from RD 00m to RD 2000m, Gangadehuni minor from RD 00m to RD 1600m","4,29,89,318",Civil Works - Others,,"ACE,RBB-29/2022-23",2022_CEBMB_83098_3,National Competitive Bid,Works,Nil,Nil,"36,545,219.31",07-Jan-2023,"INR 36,545,219",NA,NA,Ganjam,Ganjam,,,,,GANJAM,GANJAM
716,Improvement to Tailweir of Baliapatta.,Bhanjanagar,761126,"CE-BM,RVN Basin,Berhampur||S.E. Southern Irr. Circle I Berhampur||EE Bhanjanagar Irrigation Divn Bhanjanagar","O/o C.E.-B.M, RBVN Basin, Berhampur",Restoration and protection of River Embankment,"11,61,000",Civil Works - Others,,e-BNID-05/2022-23,2022_CEBMB_79197_21,Open Tender,Works,Nil,Nil,"989,250",29-Dec-2022,"INR 989,250",NA,NA,Ganjam,Ganjam,'BALIAPATTA',BHANJANAGAR,,,GANJAM,GANJAM
753,mprovement to RFB of Batanalla from RD 3850 M to 4150 M.,Bhanjanagar,761126,"CE-BM,RVN Basin,Berhampur||S.E. Southern Irr. Circle I Berhampur||EE Bhanjanagar Irrigation Divn Bhanjanagar","O/o C.E.-B.M, RBVN Basin, Berhampur",Improvement to nalla,"6,52,000",Civil Works - Canal,,e-BNID-02/2022-23,2022_CEBMB_77732_27,Open Tender,Works,Nil,Nil,"651,081",20-Dec-2022,"INR 651,081",NA,NA,Ganjam,Ganjam,,,,,GANJAM,GANJAM
772,Protection LFB of River Rushikulya near village Brahmanachhai.,Bhanjanagar,761126,"CE-BM,RVN Basin,Berhampur||S.E. Southern Irr. Circle I Berhampur||EE Bhanjanagar Irrigation Divn Bhanjanagar","O/o C.E.-B.M, RBVN Basin, Berhampur",Restoration and protection of River Embankment,"19,98,000",Civil Works - Others,,e-BNID-06/2022-23,2022_CEBMB_79650_33,Open Tender,Works,Nil,Nil,"1,698,537",03-Jan-2023,"INR 1,698,537",NA,NA,Ganjam,Ganjam,'BRAHMANACHHAI',HINJILICUT,,,GANJAM,GANJAM
774,Protection to both banks of river Sananadi from village Barakuda to Rangameru stone packing and lunching,Bhanjanagar,761126,"CE-BM,RVN Basin,Berhampur||S.E. Southern Irr. Circle I Berhampur||EE Bhanjanagar Irrigation Divn Bhanjanagar","SE, BhanjanagarIrr. Divn., Bhanjanagar",Protection to both banks of river Sananadi from village Barakuda to Rangameru stone packing and lunching,"12,48,600",Civil Works - Others,,e-BNID-08/2022-23,2022_CEBMB_82808_12,Open Tender,Works,Nil,Nil,"1,248,600",23-Jan-2023,"INR 1,248,600",NA,NA,Ganjam,Ganjam,'RANGAMERU',BHANJANAGAR,,,GANJAM,GANJAM
782,Protection to left bank of river Rushikulya from RD 14.40Km. to 15.50Km near Purushottampur NAC .,Purusottampur,761018,"CE-BM,RVN Basin,Berhampur||S.E. Southern Irr. Circle I Berhampur","O/o Additional CE, RB Basin, Berhampur",Protection to left bank of river Rushikulya from RD 14.40Km. to 15.50Km near Purushottampur NAC .,"5,40,70,782",Civil Works - Others,,"ACE,RBB-20/2022-23",2022_CEBMB_81568_3,National Competitive Bid,Works,Nil,Nil,"45,965,571.35",21-Dec-2022,"INR 45,965,571",NA,NA,Ganjam,Ganjam,,PURUSHOTTAMPUR,,,PURUSHOTTAMPUR,PURUSHOTTAMPUR
784,Protection to left side of river Badanadi of village Domuhani near Masanisahi,Bhanjanagar,761126,"CE-BM,RVN Basin,Berhampur||S.E. Southern Irr. Circle I Berhampur||EE Bhanjanagar Irrigation Divn Bhanjanagar","O/o SE, Bhanjanagar Irr. Divn.",Protection to left side of river Badanadi of village Domuhani near Masanisahi,"26,26,014",Civil Works - Others,,BNID-09/2022-23,2022_CEBMB_83464_3,Open Tender,Works,Nil,Nil,"2,447,230",01-Feb-2023,"INR 2,447,230",NA,NA,Ganjam,Ganjam,'DOMUHANI',BHANJANAGAR,,DOMUHANI,PURUSHOTTAMPUR,PURUSHOTTAMPUR
785,Protection to LFB of rive Sananadi from village Ranikiari to Jhaliagocha (stone packing),Bhanjanagar,761126,"CE-BM,RVN Basin,Berhampur||S.E. Southern Irr. Circle I Berhampur||EE Bhanjanagar Irrigation Divn Bhanjanagar","SE, BhanjanagarIrr. Divn., Bhanjanagar",Protection to LFB of rive Sananadi from village Ranikiari to Jhaliagocha (stone packing),"17,14,955",Civil Works - Others,,e-BNID-08/2022-23,2022_CEBMB_82808_11,Open Tender,Works,Nil,Nil,"1,629,379",23-Jan-2023,"INR 1,629,379",NA,NA,Ganjam,Ganjam,'RANIKIARI',BHANJANAGAR,,,PURUSHOTTAMPUR,PURUSHOTTAMPUR
786,Protection to LFB of River Ghodahada near village Mihirakana.,Bhanjanagar,761126,"CE-BM,RVN Basin,Berhampur||S.E. Southern Irr. Circle I Berhampur||EE Bhanjanagar Irrigation Divn Bhanjanagar","O/o C.E.-B.M, RBVN Basin, Berhampur",Restoration and protection of River Embankment,"19,84,000",Civil Works - Others,,e-BNID-06/2022-23,2022_CEBMB_79650_26,Open Tender,Works,Nil,Nil,"1,686,099",02-Jan-2023,"INR 1,686,099",NA,NA,Ganjam,Ganjam,,,,,PURUSHOTTAMPUR,PURUSHOTTAMPUR
787,Protection to LFB of River Ghodahada near village Naibandha.,Bhanjanagar,761126,"CE-BM,RVN Basin,Berhampur||S.E. Southern Irr. Circle I Berhampur||EE Bhanjanagar Irrigation Divn Bhanjanagar","O/o C.E.-B.M, RBVN Basin, Berhampur",Restoration and protection of River Embankment,"9,54,000",Civil Works - Others,,e-BNID-06/2022-23,2022_CEBMB_79650_24,Open Tender,Works,Nil,Nil,"801,219",02-Jan-2023,"INR 801,219",NA,NA,Ganjam,Ganjam,,,,,PURUSHOTTAMPUR,PURUSHOTTAMPUR
788,Protection to LFB of River Nandini near village Baliarasingpur.,Bhanjanagar,761126,"CE-BM,RVN Basin,Berhampur||S.E. Southern Irr. Circle I Berhampur||EE Bhanjanagar Irrigation Divn Bhanjanagar","O/o C.E.-B.M, RBVN Basin, Berhampur",Restoration and protection of River Embankment,"9,98,000",Civil Works - Others,,e-BNID-06/2022-23,2022_CEBMB_79650_27,Open Tender,Works,Nil,Nil,"848,230",02-Jan-2023,"INR 848,230",NA,NA,Ganjam,Ganjam,,,,,PURUSHOTTAMPUR,PURUSHOTTAMPUR
789,Protection to LFB of River Nandini near village Kurula.,Bhanjanagar,761126,"CE-BM,RVN Basin,Berhampur||S.E. Southern Irr. Circle I Berhampur||EE Bhanjanagar Irrigation Divn Bhanjanagar","O/o C.E.-B.M, RBVN Basin, Berhampur",Restoration and protection of River Embankment,"13,20,000",Civil Works - Others,,e-BNID-06/2022-23,2022_CEBMB_79650_31,Open Tender,Works,Nil,Nil,"1,114,736",03-Jan-2023,"INR 1,114,736",NA,NA,Ganjam,Ganjam,,,,KURULA,PURUSHOTTAMPUR,PURUSHOTTAMPUR
790,Protection to LFB of river Rushikulya at its outfall point into Bay of Bengal near historical fort Potagada.,Ganjam,761026,"CE-BM,RVN Basin,Berhampur||S.E. Southern Irr. Circle I Berhampur","O/o the Additional CE, RB Basin, Berhampur",Protection to LFB of river Rushikulya at its outfall point into Bay of Bengal near historical fort Potagada.,"6,10,69,004",Civil Works - Others,,"ACE,RBB-10/2022-23",2022_CEBMB_80085_1,National Competitive Bid,Works,Nil,Nil,"51,914,759.94",07-Dec-2022,"INR 51,914,760",NA,NA,Ganjam,Ganjam,,,,,PURUSHOTTAMPUR,PURUSHOTTAMPUR
791,Protection to LFB of river Sananadi from RD 9000 M to 13170 M(stone work for lunching).,Bhanjanagar,761126,"CE-BM,RVN Basin,Berhampur||S.E. Southern Irr. Circle I Berhampur||EE Bhanjanagar Irrigation Divn Bhanjanagar","O/o C.E.-B.M, RBVN Basin, Berhampur",Restoration and protection of River Embankment,"15,01,000",Civil Works - Others,,e-BNID-07/2022-23,2022_CEBMB_81071_1,Open Tender,Works,Nil,Nil,"1,500,477",10-Jan-2023,"INR 1,500,477",NA,NA,Ganjam,Ganjam,,,,,PURUSHOTTAMPUR,PURUSHOTTAMPUR
792,Protection to RFB of river Badanadi near village Ambapua,Bhanjanagar,761126,"CE-BM,RVN Basin,Berhampur||S.E. Southern Irr. Circle I Berhampur||EE Bhanjanagar Irrigation Divn Bhanjanagar","SE, BhanjanagarIrr. Divn., Bhanjanagar",Protection to RFB of river Badanadi near village Ambapua,"8,37,571",Civil Works - Others,,e-BNID-08/2022-23,2022_CEBMB_82808_19,Open Tender,Works,Nil,Nil,"712,019",23-Jan-2023,"INR 712,019",NA,NA,Ganjam,Ganjam,'AMBAPUA',BELLAGUNTHA,,AMBAPUA,PURUSHOTTAMPUR,PURUSHOTTAMPUR
793,Protection to RFB of river Badanadi near village Bangarada,Bhanjanagar,761126,"CE-BM,RVN Basin,Berhampur||S.E. Southern Irr. Circle I Berhampur||EE Bhanjanagar Irrigation Divn Bhanjanagar","SE, BhanjanagarIrr. Divn., Bhanjanagar",Protection to RFB of river Badanadi near village Bangarada,"8,31,369",Civil Works - Others,,e-BNID-08/2022-23,2022_CEBMB_82808_20,Open Tender,Works,Nil,Nil,"706,474",23-Jan-2023,"INR 706,474",NA,NA,Ganjam,Ganjam,'BANGARADA',SANAKHEMUNDI,,BANGARADA,PURUSHOTTAMPUR,PURUSHOTTAMPUR
794,Protection to RFB of river Badanadi near village Panasapalli.,Bhanjanagar,761126,"CE-BM,RVN Basin,Berhampur||S.E. Southern Irr. Circle I Berhampur||EE Bhanjanagar Irrigation Divn Bhanjanagar","SE, BhanjanagarIrr. Divn., Bhanjanagar",Protection to RFB of river Badanadi near village Panasapalli.,"8,38,993",Civil Works - Others,,e-BNID-08/2022-23,2022_CEBMB_82808_22,Open Tender,Works,Nil,Nil,"713,228",23-Jan-2023,"INR 713,228",NA,NA,Ganjam,Ganjam,,,,,PURUSHOTTAMPUR,PURUSHOTTAMPUR
795,Protection to RFB of River Nandini near village Baisipala.,Bhanjanagar,761126,"CE-BM,RVN Basin,Berhampur||S.E. Southern Irr. Circle I Berhampur||EE Bhanjanagar Irrigation Divn Bhanjanagar","O/o C.E.-B.M, RBVN Basin, Berhampur",Restoration and protection of River Embankment,"9,98,000",Civil Works - Others,,e-BNID-06/2022-23,2022_CEBMB_79650_29,Open Tender,Works,Nil,Nil,"847,940",03-Jan-2023,"INR 847,940",NA,NA,Ganjam,Ganjam,,,,,PURUSHOTTAMPUR,PURUSHOTTAMPUR
796,Protection to RFB of River Nandini near village Kachakhandi.,Bhanjanagar,761126,"CE-BM,RVN Basin,Berhampur||S.E. Southern Irr. Circle I Berhampur||EE Bhanjanagar Irrigation Divn Bhanjanagar","O/o C.E.-B.M, RBVN Basin, Berhampur",Restoration and protection of River Embankment,"9,96,000",Civil Works - Others,,e-BNID-06/2022-23,2022_CEBMB_79650_30,Open Tender,Works,Nil,Nil,"843,085",03-Jan-2023,"INR 843,085",NA,NA,Ganjam,Ganjam,,,,,PURUSHOTTAMPUR,PURUSHOTTAMPUR
797,Protection to RFB of river Nandini near village Karadakana.,Bhanjanagar,761126,"CE-BM,RVN Basin,Berhampur||S.E. Southern Irr. Circle I Berhampur||EE Bhanjanagar Irrigation Divn Bhanjanagar","O/o C.E.-B.M, RBVN Basin, Berhampur",Restoration and protection of River Embankment,"9,54,000",Civil Works - Others,,e-BNID-06/2022-23,2022_CEBMB_79650_25,Open Tender,Works,Nil,Nil,"801,219",02-Jan-2023,"INR 801,219",NA,NA,Ganjam,Ganjam,,,,KARADAKANA,PURUSHOTTAMPUR,PURUSHOTTAMPUR
798,Protection to RFB of River Nandini near village Krushnachai G.P office.,Bhanjanagar,761126,"CE-BM,RVN Basin,Berhampur||S.E. Southern Irr. Circle I Berhampur||EE Bhanjanagar Irrigation Divn Bhanjanagar","O/o C.E.-B.M, RBVN Basin, Berhampur",Restoration and protection of River Embankment,"9,97,000",Civil Works - Others,,e-BNID-06/2022-23,2022_CEBMB_79650_28,Open Tender,Works,Nil,Nil,"846,703",02-Jan-2023,"INR 846,703",NA,NA,Ganjam,Ganjam,,,,KRUSHNACHAI,PURUSHOTTAMPUR,PURUSHOTTAMPUR
819,Providing a bathing ghat in LFB of river Rushikulya near village Palligravyard.,Bhanjanagar,761126,"CE-BM,RVN Basin,Berhampur||S.E. Southern Irr. Circle I Berhampur||EE Bhanjanagar Irrigation Divn Bhanjanagar","O/o C.E.-B.M, RBVN Basin, Berhampur",Restoration and protection of River Embankment,"5,22,000",Civil Works - Others,,e-BNID-04/2022-23,2022_CEBMB_78504_23,Open Tender,Works,Nil,Nil,"443,708",26-Dec-2022,"INR 443,708",NA,NA,Ganjam,Ganjam,,,,,PURUSHOTTAMPUR,PURUSHOTTAMPUR
820,Providing a bathing step in LFB of river Ghodahada near village Kurula.,Bhanjanagar,761126,"CE-BM,RVN Basin,Berhampur||S.E. Southern Irr. Circle I Berhampur||EE Bhanjanagar Irrigation Divn Bhanjanagar","O/o C.E.-B.M, RBVN Basin, Berhampur",Restoration and protection of River Embankment,"6,36,000",Civil Works - Others,,e-BNID-04/2022-23,2022_CEBMB_78504_26,Open Tender,Works,Nil,Nil,"436,766",26-Dec-2022,"INR 436,766",NA,NA,Ganjam,Ganjam,,,,KURULA,PURUSHOTTAMPUR,PURUSHOTTAMPUR
821,Providing a bathing step on LFB of river Badanadi near village Kujiverada,Bhanjanagar,761126,"CE-BM,RVN Basin,Berhampur||S.E. Southern Irr. Circle I Berhampur||EE Bhanjanagar Irrigation Divn Bhanjanagar",Bhanjanagar,Providing a bathing step on LFB of river Badanadi near village Kujiverada,"6,08,161",Civil Works - Others,,e-BNID-08/2022-23,2022_CEBMB_82808_2,Open Tender,Works,Nil,Nil,"608,161",22-Jan-2023,"INR 608,161",NA,NA,Ganjam,Ganjam,,,,,PURUSHOTTAMPUR,PURUSHOTTAMPUR
822,Providing Bathing Ghat in LFB of River Nandini near village Baramundali.,Bhanjanagar,761126,"CE-BM,RVN Basin,Berhampur||S.E. Southern Irr. Circle I Berhampur||EE Bhanjanagar Irrigation Divn Bhanjanagar","O/o C.E.-B.M, RBVN Basin, Berhampur",Restoration and protection of River Embankment,"4,18,000",Civil Works - Others,,e-BNID-06/2022-23,2022_CEBMB_79650_38,Open Tender,Works,Nil,Nil,"405,888",04-Jan-2023,"INR 405,888",NA,NA,Ganjam,Ganjam,'BARAMUNDALI',DHARAKOTE,,,PURUSHOTTAMPUR,PURUSHOTTAMPUR
823,Providing Bathing Ghat in LFB of River Nandini near village Sheragada near Kalimandira.,Bhanjanagar,761126,"CE-BM,RVN Basin,Berhampur||S.E. Southern Irr. Circle I Berhampur||EE Bhanjanagar Irrigation Divn Bhanjanagar","O/o C.E.-B.M, RBVN Basin, Berhampur",Restoration and protection of River Embankment,"4,17,000",Civil Works - Others,,e-BNID-06/2022-23,2022_CEBMB_79650_40,Open Tender,Works,Nil,Nil,"404,815",04-Jan-2023,"INR 404,815",NA,NA,Ganjam,Ganjam,'SHERAGADA',SHERAGADA,,,SHERAGADA,SHERAGADA
824,Providing Bathing Ghat in LFB of River Nandini near village Shergada.,Bhanjanagar,761126,"CE-BM,RVN Basin,Berhampur||S.E. Southern Irr. Circle I Berhampur||EE Bhanjanagar Irrigation Divn Bhanjanagar","O/o C.E.-B.M, RBVN Basin, Berhampur",Restoration and protection of River Embankment,"4,17,000",Civil Works - Others,,e-BNID-06/2022-23,2022_CEBMB_79650_39,Open Tender,Works,Nil,Nil,"404,815",04-Jan-2023,"INR 404,815",NA,NA,Ganjam,Ganjam,,,,,SHERAGADA,SHERAGADA
826,Providing Bathing Ghat in RFB of River Rushikulya near Ramani Sahi Pitala.,Bhanjanagar,761126,"CE-BM,RVN Basin,Berhampur||S.E. Southern Irr. Circle I Berhampur||EE Bhanjanagar Irrigation Divn Bhanjanagar","O/o C.E.-B.M, RBVN Basin, Berhampur",Restoration and protection of River Embankment,"4,15,000",Civil Works - Others,,e-BNID-06/2022-23,2022_CEBMB_79650_41,Open Tender,Works,Nil,Nil,"403,184",05-Jan-2023,"INR 403,184",NA,NA,Ganjam,Ganjam,'PITALA',HINJILICUT,,PITALA,SHERAGADA,SHERAGADA
827,Providing culvert at RD 18.20 Km of No-II Distributary.,Bhanjanagar,761126,"CE-BM,RVN Basin,Berhampur||S.E. Southern Irr. Circle I Berhampur||EE Bhanjanagar Irrigation Divn Bhanjanagar","O/o C.E.-B.M, RBVN Basin, Berhampur",Restoration and protection of canal,"4,42,000",Civil Works - Canal,,e-BNID-06/2022-23,2022_CEBMB_79650_48,Open Tender,Works,Nil,Nil,"369,761",09-Jan-2023,"INR 369,761",NA,NA,Ganjam,Ganjam,,,,,SHERAGADA,SHERAGADA
828,Providing flood protection embankment on right bank of river Rushikulya from village Badamadhapur to Nuapalli.,Chhatrapur,761020,"CE-BM,RVN Basin,Berhampur||S.E. Southern Irr. Circle I Berhampur","O/o the Additional CE, RB Basin, Berhampur",Providing flood protection embankment on right bank of river Rushikulya from village Badamadhapur to Nuapalli.,"4,95,54,566",Civil Works - Others,,"ACE,RBB-08/2022-23",2022_CEBMB_78817_2,National Competitive Bid,Works,Nil,Nil,"42,126,336.81",01-Jan-2023,"INR 42,126,337",NA,NA,Ganjam,Ganjam,"'BADAMADHAPUR', 'NUAPALLI'",BUGUDA,,,SHERAGADA,SHERAGADA
829,Providing flood protection work on left bank of river Rushikulya from RD 39.200 Km to 40.100 Km near village Damodarapur in Ganjam Block of Ganjam District.,Ganjam,761026,"CE-BM,RVN Basin,Berhampur||S.E. Southern Irr. Circle I Berhampur","O/o the Additional CE, RB Basin, Berhampur",Providing flood protection work on left bank of river Rushikulya from RD 39.200 Km to 40.100 Km near village Damodarapur in Ganjam Block of Ganjam District.,"2,08,95,470",Civil Works - Others,,"ACE,RBB-08/2022-23",2022_CEBMB_78817_3,National Competitive Bid,Works,Nil,Nil,"17,763,239.22",01-Jan-2023,"INR 17,763,239",NA,Ganjam,Ganjam,Ganjam,'GANJAM',GANJAM,,,GANJAM,GANJAM
830,Providing flood protection work on right bank of river Ghodahada from RD 13.10 Km to 14.20 Km from village Laxmipur to Khairabethi in Sheragada Block of Ganjam District.,Digapahandi,761012,"CE-BM,RVN Basin,Berhampur||S.E. Southern Irr. Circle I Berhampur","O/o the Additional CE, RB Basin, Berhampur",Providing flood protection work on right bank of river Ghodahada from RD 13.10 Km to 14.20 Km from village Laxmipur to Khairabethi in Sheragada Block of Ganjam District.,"2,44,56,278",Civil Works - Others,,"ACE,RBB-10/2022-23",2022_CEBMB_80085_3,National Competitive Bid,Works,Nil,Nil,"20,790,282",25-Dec-2022,"INR 20,790,282",NA,Ganjam,Ganjam,Ganjam,"'GANJAM', 'SHERAGADA'",GANJAM,,LAXMIPUR,GANJAM,GANJAM
831,Providing flood protection work on right bank of river Ghodahada near village Dudurapadar in Sanakhemundi Block of Ganjam District.,Digapahandi,761012,"CE-BM,RVN Basin,Berhampur||S.E. Southern Irr. Circle I Berhampur","O/o the Additional CE, RB Basin, Berhampur",Providing flood protection work on right bank of river Ghodahada near village Dudurapadar in Sanakhemundi Block of Ganjam District.,"3,17,01,140",Civil Works - Others,,"ACE,RBB-27/2022-23",2022_CEBMB_82428_1,National Competitive Bid,Works,Nil,Nil,"26,949,138.99",06-Dec-2022,"INR 26,949,139",NA,Ganjam,Ganjam,Ganjam,'GANJAM',SANAKHEMUNDI,,,SANAKHEMUNDI,SANAKHEMUNDI
834,Providing two nos of bathing ghats in Aska NAC word no-8.,Bhanjanagar,761126,"CE-BM,RVN Basin,Berhampur||S.E. Southern Irr. Circle I Berhampur||EE Bhanjanagar Irrigation Divn Bhanjanagar","O/o C.E.-B.M, RBVN Basin, Berhampur",Restoration and protection of River Embankment,"7,89,000",Civil Works - Others,,e-BNID-04/2022-23,2022_CEBMB_78504_22,Open Tender,Works,Nil,Nil,"670,300",26-Dec-2022,"INR 670,300",NA,NA,Ganjam,Ganjam,,ASKA,,,ASKA,ASKA
836,Provision of drainage sluice in LFB of river Ghodahada near village Adapada.,Bhanjanagar,761126,"CE-BM,RVN Basin,Berhampur||S.E. Southern Irr. Circle I Berhampur||EE Bhanjanagar Irrigation Divn Bhanjanagar","O/o C.E.-B.M, RBVN Basin, Berhampur",Restoration and protection of River Embankment,"9,76,000",Civil Works - Others,,e-BNID-04/2022-23,2022_CEBMB_78504_24,Open Tender,Works,Nil,Nil,"829,417",26-Dec-2022,"INR 829,417",NA,NA,Ganjam,Ganjam,,,,ADAPADA,ASKA,ASKA
840,Raising and Strengthening to LFB of river Bodanadi near D/S of village Chamunda Bridge.,Bhanjanagar,761126,"CE-BM,RVN Basin,Berhampur||S.E. Southern Irr. Circle I Berhampur||EE Bhanjanagar Irrigation Divn Bhanjanagar","O/o C.E.-B.M, RBVN Basin, Berhampur",Improvement to flood embankment,"5,85,000",Civil Works - Canal,,e-BNID-02/2022-23,2022_CEBMB_77732_36,Open Tender,Works,Nil,Nil,"591,449",22-Dec-2022,"INR 591,449",NA,NA,Ganjam,Ganjam,,,,,ASKA,ASKA
841,Raising and Strengthening to LFB of river Bodanadi near village Jirabadi D/S of SH Crossing.,Bhanjanagar,761126,"CE-BM,RVN Basin,Berhampur||S.E. Southern Irr. Circle I Berhampur||EE Bhanjanagar Irrigation Divn Bhanjanagar","O/o C.E.-B.M, RBVN Basin, Berhampur",Improvement to flood embankment,"6,04,000",Civil Works - Canal,,e-BNID-02/2022-23,2022_CEBMB_77732_37,Open Tender,Works,Nil,Nil,"609,996",22-Dec-2022,"INR 609,996",NA,NA,Ganjam,Ganjam,,,,Jirabadi,ASKA,ASKA
842,Raising and Strengthening to LFB of river Bodanadi near village Jirabadi.,Bhanjanagar,761126,"CE-BM,RVN Basin,Berhampur||S.E. Southern Irr. Circle I Berhampur||EE Bhanjanagar Irrigation Divn Bhanjanagar","O/o C.E.-B.M, RBVN Basin, Berhampur",Improvement to flood embankment,"6,02,000",Civil Works - Canal,,e-BNID-02/2022-23,2022_CEBMB_77732_39,Open Tender,Works,Nil,Nil,"607,944",22-Dec-2022,"INR 607,944",NA,NA,Ganjam,Ganjam,,,,Jirabadi,ASKA,ASKA
